RESEARCHER ID,YEAR,H-INDEX,TIMESTAMP
8582567800,2021,30,1/26/2025 6:54:14 AM
8582567800,2022,30,1/26/2025 6:54:16 AM
8582567800,2023,30,1/26/2025 6:54:17 AM
8582567800,2024,30,1/26/2025 6:54:18 AM
6506048774,1996,1,1/26/2025 7:02:04 AM
6506048774,1997,1,1/26/2025 7:02:06 AM
6506048774,1998,1,1/26/2025 7:02:07 AM
6506048774,1999,1,1/26/2025 7:02:08 AM
6506048774,2000,1,1/26/2025 7:02:09 AM
6506048774,2001,1,1/26/2025 7:02:10 AM
6506048774,2002,2,1/26/2025 7:02:11 AM
6506048774,2003,4,1/26/2025 7:02:13 AM
6506048774,2004,4,1/26/2025 7:02:14 AM
6506048774,2005,4,1/26/2025 7:02:15 AM
6506048774,2006,5,1/26/2025 7:02:17 AM
6506048774,2007,5,1/26/2025 7:02:18 AM
6506048774,2008,7,1/26/2025 7:02:20 AM
6506048774,2009,12,1/26/2025 7:02:21 AM
6506048774,2010,12,1/26/2025 7:02:22 AM
6506048774,2011,12,1/26/2025 7:02:23 AM
6506048774,2012,12,1/26/2025 7:02:25 AM
6506048774,2013,14,1/26/2025 7:02:26 AM
6506048774,2014,15,1/26/2025 7:02:28 AM
6506048774,2015,16,1/26/2025 7:02:29 AM
6506048774,2016,16,1/26/2025 7:02:30 AM
6506048774,2017,16,1/26/2025 7:02:32 AM
6506048774,2018,16,1/26/2025 7:02:32 AM
6506048774,2019,16,1/26/2025 7:02:34 AM
6506048774,2020,17,1/26/2025 7:02:35 AM
6506048774,2021,17,1/26/2025 7:02:37 AM
6506048774,2022,18,1/26/2025 7:02:38 AM
6506048774,2023,18,1/26/2025 7:02:41 AM
6506048774,2024,18,1/26/2025 7:02:42 AM
22953709700,2007,1,1/26/2025 7:08:39 AM
22953709700,2008,1,1/26/2025 7:08:40 AM
22953709700,2009,2,1/26/2025 7:08:42 AM
22953709700,2010,2,1/26/2025 7:08:44 AM
22953709700,2011,5,1/26/2025 7:08:45 AM
22953709700,2012,9,1/26/2025 7:08:47 AM
22953709700,2013,11,1/26/2025 7:08:48 AM
22953709700,2014,14,1/26/2025 7:08:50 AM
22953709700,2015,15,1/26/2025 7:08:52 AM
22953709700,2016,17,1/26/2025 7:08:53 AM
22953709700,2017,18,1/26/2025 7:08:55 AM
22953709700,2018,20,1/26/2025 7:08:56 AM
22953709700,2019,23,1/26/2025 7:08:57 AM
22953709700,2020,23,1/26/2025 7:08:58 AM
22953709700,2021,27,1/26/2025 7:09:00 AM
22953709700,2022,28,1/26/2025 7:09:01 AM
22953709700,2023,29,1/26/2025 7:09:02 AM
22953709700,2024,29,1/26/2025 7:09:03 AM
6507538974,1999,1,1/26/2025 7:18:09 AM
6507538974,2000,1,1/26/2025 7:18:10 AM
6507538974,2001,1,1/26/2025 7:18:12 AM
6507538974,2002,2,1/26/2025 7:18:12 AM
6507538974,2003,4,1/26/2025 7:18:13 AM
6507538974,2004,4,1/26/2025 7:18:14 AM
6507538974,2005,4,1/26/2025 7:18:15 AM
6507538974,2006,5,1/26/2025 7:18:17 AM
6507538974,2007,7,1/26/2025 7:18:17 AM
6507538974,2008,9,1/26/2025 7:18:19 AM
6507538974,2009,11,1/26/2025 7:18:21 AM
6507538974,2010,14,1/26/2025 7:18:23 AM
6507538974,2011,15,1/26/2025 7:18:24 AM
6507538974,2012,16,1/26/2025 7:18:25 AM
6507538974,2013,18,1/26/2025 7:18:26 AM
6507538974,2014,20,1/26/2025 7:18:27 AM
6507538974,2015,21,1/26/2025 7:18:29 AM
6507538974,2016,21,1/26/2025 7:18:30 AM
6507538974,2017,21,1/26/2025 7:18:31 AM
6507538974,2018,23,1/26/2025 7:18:32 AM
6507538974,2019,21,1/26/2025 7:18:34 AM
6507538974,2020,26,1/26/2025 7:18:35 AM
6507538974,2021,27,1/26/2025 7:18:37 AM
6507538974,2022,27,1/26/2025 7:18:38 AM
6507538974,2023,27,1/26/2025 7:18:39 AM
6507538974,2024,27,1/26/2025 7:18:40 AM
15840386600,2007,1,1/26/2025 7:28:56 AM
15840386600,2008,3,1/26/2025 7:28:57 AM
15840386600,2009,6,1/26/2025 7:28:58 AM
15840386600,2010,7,1/26/2025 7:28:59 AM
15840386600,2011,8,1/26/2025 7:29:01 AM
15840386600,2012,8,1/26/2025 7:29:02 AM
15840386600,2013,9,1/26/2025 7:29:03 AM
15840386600,2014,9,1/26/2025 7:29:04 AM
15840386600,2015,15,1/26/2025 7:29:05 AM
15840386600,2016,15,1/26/2025 7:29:06 AM
15840386600,2017,17,1/26/2025 7:29:07 AM
15840386600,2018,22,1/26/2025 7:29:08 AM
15840386600,2019,24,1/26/2025 7:29:10 AM
15840386600,2020,29,1/26/2025 7:29:11 AM
15840386600,2021,30,1/26/2025 7:29:12 AM
15840386600,2022,30,1/26/2025 7:29:13 AM
15840386600,2023,30,1/26/2025 7:29:15 AM
15840386600,2024,30,1/26/2025 7:29:16 AM
56032113200,1998,1,1/26/2025 7:38:23 AM
56032113200,1999,1,1/26/2025 7:38:24 AM
56032113200,2000,6,1/26/2025 7:38:26 AM
56032113200,2001,10,1/26/2025 7:38:26 AM
56032113200,2002,11,1/26/2025 7:38:28 AM
56032113200,2003,11,1/26/2025 7:38:30 AM
56032113200,2004,13,1/26/2025 7:38:31 AM
56032113200,2005,14,1/26/2025 7:38:33 AM
56032113200,2006,17,1/26/2025 7:38:35 AM
56032113200,2007,19,1/26/2025 7:38:36 AM
56032113200,2008,21,1/26/2025 7:38:38 AM
56032113200,2009,22,1/26/2025 7:38:40 AM
56032113200,2010,23,1/26/2025 7:38:42 AM
56032113200,2011,24,1/26/2025 7:38:43 AM
56032113200,2012,24,1/26/2025 7:38:43 AM
56032113200,2013,30,1/26/2025 7:38:45 AM
56032113200,2014,30,1/26/2025 7:38:46 AM
56032113200,2015,30,1/26/2025 7:38:48 AM
56032113200,2016,30,1/26/2025 7:38:49 AM
56032113200,2017,30,1/26/2025 7:38:50 AM
56032113200,2018,30,1/26/2025 7:38:51 AM
56032113200,2019,30,1/26/2025 7:38:52 AM
56032113200,2020,30,1/26/2025 7:38:54 AM
56032113200,2021,30,1/26/2025 7:38:54 AM
56032113200,2022,30,1/26/2025 7:38:55 AM
56032113200,2023,30,1/26/2025 7:38:56 AM
56032113200,2024,30,1/26/2025 7:38:57 AM
36026605900,2007,2,1/26/2025 7:46:16 AM
36026605900,2008,2,1/26/2025 7:46:18 AM
36026605900,2009,2,1/26/2025 7:46:20 AM
36026605900,2010,4,1/26/2025 7:46:21 AM
36026605900,2011,4,1/26/2025 7:46:22 AM
36026605900,2012,4,1/26/2025 7:46:24 AM
36026605900,2013,5,1/26/2025 7:46:25 AM
36026605900,2014,7,1/26/2025 7:46:27 AM
36026605900,2015,8,1/26/2025 7:46:29 AM
36026605900,2016,10,1/26/2025 7:46:30 AM
36026605900,2017,11,1/26/2025 7:46:31 AM
36026605900,2018,13,1/26/2025 7:46:32 AM
36026605900,2019,13,1/26/2025 7:46:34 AM
36026605900,2020,13,1/26/2025 7:46:35 AM
36026605900,2021,15,1/26/2025 7:46:36 AM
36026605900,2022,16,1/26/2025 7:46:37 AM
36026605900,2023,16,1/26/2025 7:46:38 AM
36026605900,2024,16,1/26/2025 7:46:39 AM
26023060500,2008,1,1/26/2025 7:50:14 AM
26023060500,2009,2,1/26/2025 7:50:15 AM
26023060500,2010,5,1/26/2025 7:50:16 AM
26023060500,2011,9,1/26/2025 7:50:18 AM
26023060500,2012,10,1/26/2025 7:50:19 AM
26023060500,2013,12,1/26/2025 7:50:21 AM
26023060500,2014,15,1/26/2025 7:50:23 AM
26023060500,2015,16,1/26/2025 7:50:25 AM
26023060500,2016,16,1/26/2025 7:50:26 AM
26023060500,2017,16,1/26/2025 7:50:28 AM
26023060500,2018,17,1/26/2025 7:50:28 AM
26023060500,2019,19,1/26/2025 7:50:29 AM
26023060500,2020,22,1/26/2025 7:50:30 AM
26023060500,2021,23,1/26/2025 7:50:31 AM
26023060500,2022,23,1/26/2025 7:50:33 AM
26023060500,2023,23,1/26/2025 7:50:34 AM
26023060500,2024,23,1/26/2025 7:50:36 AM
6506412564,2003,2,1/26/2025 8:00:50 AM
6506412564,2004,2,1/26/2025 8:00:51 AM
6506412564,2005,4,1/26/2025 8:00:52 AM
6506412564,2006,3,1/26/2025 8:00:54 AM
6506412564,2007,4,1/26/2025 8:00:55 AM
6506412564,2008,4,1/26/2025 8:00:57 AM
6506412564,2009,7,1/26/2025 8:00:58 AM
6506412564,2010,9,1/26/2025 8:00:59 AM
6506412564,2011,9,1/26/2025 8:01:01 AM
6506412564,2012,10,1/26/2025 8:01:03 AM
6506412564,2013,12,1/26/2025 8:01:05 AM
6506412564,2014,12,1/26/2025 8:01:05 AM
6506412564,2015,15,1/26/2025 8:01:07 AM
6506412564,2016,18,1/26/2025 8:01:09 AM
6506412564,2017,20,1/26/2025 8:01:11 AM
6506412564,2018,22,1/26/2025 8:01:12 AM
6506412564,2019,22,1/26/2025 8:01:13 AM
6506412564,2020,26,1/26/2025 8:01:15 AM
6506412564,2021,26,1/26/2025 8:01:16 AM
6506412564,2022,26,1/26/2025 8:01:18 AM
6506412564,2023,26,1/26/2025 8:01:20 AM
6506412564,2024,26,1/26/2025 8:01:21 AM
23975662300,2007,1,1/26/2025 8:08:50 AM
23975662300,2008,4,1/26/2025 8:08:51 AM
23975662300,2009,5,1/26/2025 8:08:52 AM
23975662300,2010,6,1/26/2025 8:08:53 AM
23975662300,2011,6,1/26/2025 8:08:54 AM
23975662300,2012,6,1/26/2025 8:08:56 AM
23975662300,2013,6,1/26/2025 8:08:57 AM
23975662300,2014,6,1/26/2025 8:08:59 AM
23975662300,2015,8,1/26/2025 8:09:00 AM
23975662300,2016,10,1/26/2025 8:09:01 AM
23975662300,2017,12,1/26/2025 8:09:03 AM
23975662300,2018,13,1/26/2025 8:09:04 AM
23975662300,2019,15,1/26/2025 8:09:06 AM
23975662300,2020,19,1/26/2025 8:09:07 AM
23975662300,2021,22,1/26/2025 8:09:08 AM
23975662300,2022,25,1/26/2025 8:09:10 AM
23975662300,2023,25,1/26/2025 8:09:10 AM
23975662300,2024,25,1/26/2025 8:09:12 AM
9038037500,2005,5,1/26/2025 8:16:54 AM
9038037500,2006,8,1/26/2025 8:16:55 AM
9038037500,2007,15,1/26/2025 8:16:56 AM
9038037500,2008,19,1/26/2025 8:16:57 AM
9038037500,2009,20,1/26/2025 8:16:59 AM
9038037500,2010,23,1/26/2025 8:17:00 AM
9038037500,2011,24,1/26/2025 8:17:02 AM
9038037500,2012,25,1/26/2025 8:17:03 AM
9038037500,2013,26,1/26/2025 8:17:05 AM
9038037500,2014,26,1/26/2025 8:17:06 AM
9038037500,2015,26,1/26/2025 8:17:08 AM
9038037500,2016,26,1/26/2025 8:17:10 AM
9038037500,2017,26,1/26/2025 8:17:12 AM
9038037500,2018,26,1/26/2025 8:17:13 AM
9038037500,2019,26,1/26/2025 8:17:15 AM
9038037500,2020,26,1/26/2025 8:17:16 AM
9038037500,2021,27,1/26/2025 8:17:18 AM
9038037500,2022,27,1/26/2025 8:17:20 AM
9038037500,2023,27,1/26/2025 8:17:22 AM
9038037500,2024,27,1/26/2025 8:17:23 AM
56186388000,1998,2,1/26/2025 8:26:07 AM
56186388000,1999,3,1/26/2025 8:26:08 AM
56186388000,2000,3,1/26/2025 8:26:09 AM
56186388000,2001,3,1/26/2025 8:26:10 AM
56186388000,2002,3,1/26/2025 8:26:12 AM
56186388000,2003,3,1/26/2025 8:26:12 AM
56186388000,2004,4,1/26/2025 8:26:14 AM
56186388000,2005,5,1/26/2025 8:26:16 AM
56186388000,2006,6,1/26/2025 8:26:18 AM
56186388000,2007,7,1/26/2025 8:26:19 AM
56186388000,2008,7,1/26/2025 8:26:20 AM
56186388000,2009,9,1/26/2025 8:26:21 AM
56186388000,2010,9,1/26/2025 8:26:22 AM
56186388000,2011,16,1/26/2025 8:26:23 AM
56186388000,2012,17,1/26/2025 8:26:25 AM
56186388000,2013,18,1/26/2025 8:26:25 AM
56186388000,2014,19,1/26/2025 8:26:26 AM
56186388000,2015,19,1/26/2025 8:26:28 AM
56186388000,2016,19,1/26/2025 8:26:30 AM
56186388000,2017,19,1/26/2025 8:26:31 AM
56186388000,2018,19,1/26/2025 8:26:32 AM
56186388000,2019,20,1/26/2025 8:26:33 AM
56186388000,2020,21,1/26/2025 8:26:34 AM
56186388000,2021,22,1/26/2025 8:26:35 AM
56186388000,2022,22,1/26/2025 8:26:36 AM
56186388000,2023,22,1/26/2025 8:26:37 AM
56186388000,2024,22,1/26/2025 8:26:38 AM
6506021653,2003,1,1/26/2025 8:38:22 AM
6506021653,2004,3,1/26/2025 8:38:23 AM
6506021653,2005,4,1/26/2025 8:38:24 AM
6506021653,2006,6,1/26/2025 8:38:25 AM
6506021653,2007,6,1/26/2025 8:38:26 AM
6506021653,2008,6,1/26/2025 8:38:27 AM
6506021653,2009,7,1/26/2025 8:38:28 AM
6506021653,2010,8,1/26/2025 8:38:29 AM
6506021653,2011,12,1/26/2025 8:38:30 AM
6506021653,2012,13,1/26/2025 8:38:31 AM
6506021653,2013,15,1/26/2025 8:38:33 AM
6506021653,2014,16,1/26/2025 8:38:35 AM
6506021653,2015,18,1/26/2025 8:38:36 AM
6506021653,2016,20,1/26/2025 8:38:37 AM
6506021653,2017,23,1/26/2025 8:38:38 AM
6506021653,2018,25,1/26/2025 8:38:40 AM
6506021653,2019,26,1/26/2025 8:38:42 AM
6506021653,2020,27,1/26/2025 8:38:43 AM
6506021653,2021,27,1/26/2025 8:38:44 AM
6506021653,2022,28,1/26/2025 8:38:45 AM
6506021653,2023,28,1/26/2025 8:38:46 AM
6506021653,2024,28,1/26/2025 8:38:46 AM
12445075900,2005,1,1/26/2025 8:46:44 AM
12445075900,2006,1,1/26/2025 8:46:45 AM
12445075900,2007,1,1/26/2025 8:46:46 AM
12445075900,2008,3,1/26/2025 8:46:47 AM
12445075900,2009,3,1/26/2025 8:46:49 AM
12445075900,2010,4,1/26/2025 8:46:51 AM
12445075900,2011,6,1/26/2025 8:46:51 AM
12445075900,2012,7,1/26/2025 8:46:52 AM
12445075900,2013,8,1/26/2025 8:46:54 AM
12445075900,2014,9,1/26/2025 8:46:55 AM
12445075900,2015,12,1/26/2025 8:46:56 AM
12445075900,2016,16,1/26/2025 8:46:58 AM
12445075900,2017,18,1/26/2025 8:47:00 AM
12445075900,2018,20,1/26/2025 8:47:00 AM
12445075900,2019,21,1/26/2025 8:47:02 AM
12445075900,2020,22,1/26/2025 8:47:03 AM
12445075900,2021,23,1/26/2025 8:47:04 AM
12445075900,2022,25,1/26/2025 8:47:05 AM
12445075900,2023,26,1/26/2025 8:47:06 AM
12445075900,2024,26,1/26/2025 8:47:06 AM
9133610400,2005,1,1/26/2025 8:53:00 AM
9133610400,2006,3,1/26/2025 8:53:01 AM
9133610400,2007,7,1/26/2025 8:53:03 AM
9133610400,2008,8,1/26/2025 8:53:04 AM
9133610400,2009,9,1/26/2025 8:53:05 AM
9133610400,2010,10,1/26/2025 8:53:07 AM
9133610400,2011,15,1/26/2025 8:53:08 AM
9133610400,2012,15,1/26/2025 8:53:10 AM
9133610400,2013,16,1/26/2025 8:53:11 AM
9133610400,2014,18,1/26/2025 8:53:12 AM
9133610400,2015,18,1/26/2025 8:53:14 AM
9133610400,2016,20,1/26/2025 8:53:15 AM
9133610400,2017,20,1/26/2025 8:53:16 AM
9133610400,2018,21,1/26/2025 8:53:18 AM
9133610400,2019,23,1/26/2025 8:53:20 AM
9133610400,2020,23,1/26/2025 8:53:21 AM
9133610400,2021,24,1/26/2025 8:53:22 AM
9133610400,2022,24,1/26/2025 8:53:23 AM
9133610400,2023,24,1/26/2025 8:53:24 AM
9133610400,2024,24,1/26/2025 8:53:25 AM
57205640330,2019,2,1/26/2025 8:56:46 AM
57205640330,2020,6,1/26/2025 8:56:47 AM
57205640330,2021,7,1/26/2025 8:56:49 AM
57205640330,2022,9,1/26/2025 8:56:50 AM
57205640330,2023,10,1/26/2025 8:56:52 AM
57205640330,2024,10,1/26/2025 8:56:53 AM
56343109600,2010,1,1/26/2025 8:59:59 AM
56343109600,2011,1,1/26/2025 9:00:00 AM
56343109600,2012,1,1/26/2025 9:00:01 AM
56343109600,2013,3,1/26/2025 9:00:02 AM
56343109600,2014,5,1/26/2025 9:00:03 AM
56343109600,2015,7,1/26/2025 9:00:04 AM
56343109600,2016,10,1/26/2025 9:00:06 AM
56343109600,2017,12,1/26/2025 9:00:06 AM
56343109600,2018,16,1/26/2025 9:00:08 AM
56343109600,2019,17,1/26/2025 9:00:08 AM
56343109600,2020,20,1/26/2025 9:00:09 AM
56343109600,2021,22,1/26/2025 9:00:10 AM
56343109600,2022,25,1/26/2025 9:00:11 AM
56343109600,2023,26,1/26/2025 9:00:13 AM
56343109600,2024,26,1/26/2025 9:00:13 AM
36133651300,2007,1,1/26/2025 9:06:37 AM
36133651300,2008,2,1/26/2025 9:06:38 AM
36133651300,2009,3,1/26/2025 9:06:39 AM
36133651300,2010,3,1/26/2025 9:06:41 AM
36133651300,2011,4,1/26/2025 9:06:42 AM
36133651300,2012,7,1/26/2025 9:06:43 AM
36133651300,2013,7,1/26/2025 9:06:45 AM
36133651300,2014,7,1/26/2025 9:06:47 AM
36133651300,2015,7,1/26/2025 9:06:48 AM
36133651300,2016,7,1/26/2025 9:06:49 AM
36133651300,2017,8,1/26/2025 9:06:51 AM
36133651300,2018,8,1/26/2025 9:06:51 AM
36133651300,2019,8,1/26/2025 9:06:52 AM
36133651300,2020,8,1/26/2025 9:06:54 AM
36133651300,2021,8,1/26/2025 9:06:55 AM
36133651300,2022,8,1/26/2025 9:06:56 AM
36133651300,2023,8,1/26/2025 9:06:57 AM
36133651300,2024,8,1/26/2025 9:06:59 AM
16447401500,1990,1,1/26/2025 9:11:27 AM
16447401500,1991,1,1/26/2025 9:11:29 AM
16447401500,1992,1,1/26/2025 9:11:29 AM
16447401500,1993,2,1/26/2025 9:11:31 AM
16447401500,1994,2,1/26/2025 9:11:33 AM
16447401500,1995,2,1/26/2025 9:11:34 AM
16447401500,1996,2,1/26/2025 9:11:36 AM
16447401500,1997,2,1/26/2025 9:11:38 AM
16447401500,1998,2,1/26/2025 9:11:39 AM
16447401500,1999,2,1/26/2025 9:11:40 AM
16447401500,2000,2,1/26/2025 9:11:41 AM
16447401500,2001,2,1/26/2025 9:11:42 AM
16447401500,2002,2,1/26/2025 9:11:43 AM
16447401500,2003,2,1/26/2025 9:11:44 AM
16447401500,2004,2,1/26/2025 9:11:46 AM
16447401500,2005,2,1/26/2025 9:11:47 AM
16447401500,2006,2,1/26/2025 9:11:48 AM
16447401500,2007,2,1/26/2025 9:11:49 AM
16447401500,2008,2,1/26/2025 9:11:50 AM
16447401500,2009,2,1/26/2025 9:11:52 AM
16447401500,2010,3,1/26/2025 9:11:53 AM
16447401500,2011,5,1/26/2025 9:11:54 AM
16447401500,2012,8,1/26/2025 9:11:55 AM
16447401500,2013,8,1/26/2025 9:11:56 AM
16447401500,2014,9,1/26/2025 9:11:57 AM
16447401500,2015,9,1/26/2025 9:11:58 AM
16447401500,2016,11,1/26/2025 9:11:59 AM
16447401500,2017,11,1/26/2025 9:11:59 AM
16447401500,2018,11,1/26/2025 9:12:00 AM
16447401500,2019,11,1/26/2025 9:12:02 AM
16447401500,2020,11,1/26/2025 9:12:02 AM
16447401500,2021,11,1/26/2025 9:12:03 AM
16447401500,2022,11,1/26/2025 9:12:04 AM
16447401500,2023,11,1/26/2025 9:12:05 AM
16447401500,2024,11,1/26/2025 9:12:06 AM
35781645200,2010,1,1/26/2025 9:15:43 AM
35781645200,2011,2,1/26/2025 9:15:44 AM
35781645200,2012,5,1/26/2025 9:15:45 AM
35781645200,2013,9,1/26/2025 9:15:46 AM
35781645200,2014,9,1/26/2025 9:15:47 AM
35781645200,2015,9,1/26/2025 9:15:48 AM
35781645200,2016,11,1/26/2025 9:15:50 AM
35781645200,2017,16,1/26/2025 9:15:50 AM
35781645200,2018,22,1/26/2025 9:15:52 AM
35781645200,2019,25,1/26/2025 9:15:53 AM
35781645200,2020,25,1/26/2025 9:15:54 AM
35781645200,2021,26,1/26/2025 9:15:55 AM
35781645200,2022,26,1/26/2025 9:15:55 AM
35781645200,2023,26,1/26/2025 9:15:57 AM
35781645200,2024,26,1/26/2025 9:15:59 AM
12751780100,2005,1,1/26/2025 9:22:06 AM
12751780100,2006,2,1/26/2025 9:22:07 AM
12751780100,2007,4,1/26/2025 9:22:09 AM
12751780100,2008,6,1/26/2025 9:22:11 AM
12751780100,2009,9,1/26/2025 9:22:13 AM
12751780100,2010,12,1/26/2025 9:22:14 AM
12751780100,2011,15,1/26/2025 9:22:16 AM
12751780100,2012,16,1/26/2025 9:22:17 AM
12751780100,2013,17,1/26/2025 9:22:19 AM
12751780100,2014,18,1/26/2025 9:22:20 AM
12751780100,2015,19,1/26/2025 9:22:22 AM
12751780100,2016,20,1/26/2025 9:22:23 AM
12751780100,2017,20,1/26/2025 9:22:25 AM
12751780100,2018,21,1/26/2025 9:22:27 AM
12751780100,2019,21,1/26/2025 9:22:27 AM
12751780100,2020,21,1/26/2025 9:22:28 AM
