JOURNAL ID,NAME,YEARS CURRENTLY COVERED BY SCOPUS,PUBLISHER,ISSN,SUBJECT AREA,SOURCE TYPE,TIMESTAMP,CITESCORES,PERCENTILES IN CATEGORY,CITESCORE,SJR,SNIP,E-ISSN
21100367128,"Environmental Nanotechnology, Monitoring and Management",from 2014 to 2025,Elsevier,,"Environmental Science: Water Science and TechnologyEnvironmental Science: Management; Monitoring, Policy and LawEnvironmental Science: PollutionMaterials Science: Materials Science (miscellaneous)View all",Journal,1/25/2025 9:01,,2215.1532,,,,
21177,Journal of Materials Science: Materials in Electronics,from 1990 to 2025,Springer Nature,957.4522,Physics and Astronomy: Condensed Matter PhysicsEngineering: Electrical and Electronic EngineeringMaterials Science: Electronic; Optical and Magnetic MaterialsView all,Journal,1/25/2025 9:02,,,,,,
25864,Heterocycles,from 1983 to 2022,Japan Institute of Heterocyclic Chemistry,385.5414,Chemistry: Analytical ChemistryPharmacology; Toxicology and Pharmaceutics: PharmacologyChemistry: Organic Chemistry,Journal,1/25/2025 9:02,,,,,,
21100248891,ACS Sustainable Chemistry and Engineering,from 2013 to 2024,American Chemical Society,,Chemical Engineering: General Chemical EngineeringChemistry: General ChemistryEnvironmental Science: Environmental ChemistryEnergy: Renewable Energy; Sustainability and the Environment,Journal,1/25/2025 9:02,2019:9.7;2020:12;2021:14.5;2022:15.3;2023:13.8,2168.0485,13.8,1.664,1.272,2019:94;2020:94;2021:95;2022:95;2023:94
19600164700,Journal of Chemical Sciences,"from 1980 to 1981; from 1986 to 1987, 1990, 1993, 2000, 2002, from 2004 to 2025",Springer Nature,974.3626,Chemistry: General Chemistry,Journal,1/25/2025 9:02,,,,,,
21100850505,ChemistrySelect,from 2016 to 2025,John Wiley & Sons,,Chemistry: General Chemistry,Journal,1/25/2025 9:03,2019:2.6;2020:3.1;2021:3.6;2022:3.6;2023:3.3,2365.6549,,,,
13057,Industrial and Engineering Chemistry Research,from 1987 to 2024,American Chemical Society,888.5885,Engineering: Industrial and Manufacturing EngineeringChemical Engineering: General Chemical EngineeringChemistry: General Chemistry,Journal,1/25/2025 9:03,,,,,,
13537,Iranian Polymer Journal (English Edition,from 1996 to 2025,Springer Nature,1026.1265,Chemical Engineering: General Chemical EngineeringMaterials Science: Materials ChemistryMaterials Science: Polymers and Plastics,Journal,1/25/2025 9:03,,,,,,
5200153123,Journal of Physical Chemistry C,from 2007 to 2024,American Chemical Society,1932.7447,"Materials Science: Surfaces; Coatings and FilmsMaterials Science: Electronic, Optical and Magnetic MaterialsChemistry: Physical and Theoretical ChemistryEnergy: General Energy",Journal,1/25/2025 9:03,,,,,,
23371,Journal of Environmental Management,"1973; 1975, from 1977 to 2025",Elsevier,301.4797,"Environmental Science: Management; Monitoring, Policy and LawEnvironmental Science: Environmental EngineeringEnvironmental Science: Waste Management and Disposal",Journal,1/25/2025 9:04,,,,,,
25303,Polyhedron,from 1982 to 2025,Elsevier,277.5387,Chemistry: Inorganic ChemistryMaterials Science: Materials ChemistryChemistry: Physical and Theoretical Chemistry,Journal,1/25/2025 9:04,,,,,,2019:61;2020:67;2021:71;2022:69;2023:62
22748,Catalysis Letters,from 1988 to 2025,Springer Nature,1011-372X,Chemistry: General ChemistryChemical Engineering: Catalysis,Journal,1/25/2025 9:04,2019:4.1;2020:4.4;2021:5;2022:5.4;2023:5.7,,,,,
14292,Separation and Purification Technology,from 1997 to 2025,Elsevier,1383.5866,Chemistry: Analytical ChemistryChemical Engineering: Filtration and Separation,Journal,1/25/2025 9:05,,,,,,2019:88;2020:92;2021:91;2022:92;2023:93
24803,Monatshefte fur Chemie,"from 1880 to 1888; from 1890 to 1912, from 1914 to 1937, 1939, 1941, 1943, from 1946 to 2025",Springer Nature,26.9247,Chemistry: General Chemistry,Journal,1/25/2025 9:05,,,,,,
19700186746,ACS Combinatorial Science,from 2011 to 2020;(coverage discontinued in Scopus,American Chemical Society,2156.8952,Chemistry: General Chemistry,Journal,1/25/2025 9:06,,,7.5,0.833,1.127,
21100232403,Journal of Materials Chemistry A,from 2013 to 2024,Royal Society of Chemistry,2050.7488,Materials Science: General Materials ScienceChemistry: General ChemistryEnergy: Renewable Energy; Sustainability and the Environment,Journal,1/25/2025 9:06,,,19.5,2.804,1.424,
26675,Materials Science in Semiconductor Processing,from 1998 to 2025,Elsevier,1369.8001,Engineering: Mechanical EngineeringPhysics and Astronomy: Condensed Matter PhysicsEngineering: Mechanics of MaterialsMaterials Science: General Materials Science,Journal,1/25/2025 9:06,,,,,,
25897,Journal of Organometallic Chemistry,from 1963 to 2025,Elsevier,0022-328X,Chemistry: Inorganic ChemistryMaterials Science: Materials ChemistryChemistry: Organic ChemistryChemistry: Physical and Theoretical ChemistryBiochemistry; Genetics and Molecular Biology: Biochemistry,Journal,1/25/2025 9:06,,,,,,2019:57;2020:63;2021:63;2022:64;2023:60
26987,Langmuir,,,,,,1/25/2025 9:06,,,,,,2019:86;2020:84;2021:83;2022:83;2023:78
13900154734,Journal of the Taiwan Institute of Chemical Engineers,from 2009 to 2025,Taiwan Institute of Chemical Engineers,1876.107,Chemical Engineering: General Chemical EngineeringChemistry: General Chemistry,Journal,1/25/2025 9:07,,,9.1,0.849,0.987,
26989,Microporous and Mesoporous Materials,from 1998 to 2025,Elsevier,1387.1811,Physics and Astronomy: Condensed Matter PhysicsEngineering: Mechanics of MaterialsChemistry: General ChemistryMaterials Science: General Materials Science,Journal,1/25/2025 9:07,,,,,,
17464,European Journal of Medicinal Chemistry,from 1974 to 2025,Elsevier,223.5234,"Chemistry: Organic ChemistryPharmacology; Toxicology and Pharmaceutics: PharmacologyPharmacology, Toxicology and Pharmaceutics: Drug Discovery",Journal,1/25/2025 9:07,2019:8.3;2020:9.8;2021:11.2;2022:12.1;2023:11.7,,11.7,1.151,1.406,
22746,Catalysis Communications,from 2000 to 2024,Elsevier,1566.7367,Chemistry: General ChemistryChemical Engineering: Process Chemistry and TechnologyChemical Engineering: Catalysis,Journal,1/25/2025 9:08,,,,,,
26514,Tetrahedron Letters,from 1959 to 2025,Elsevier,40.4039,"Chemistry: Organic ChemistryPharmacology; Toxicology and Pharmaceutics: Drug DiscoveryBiochemistry, Genetics and Molecular Biology: Biochemistry",Journal,1/25/2025 9:08,,,,,,
17622,Journal of Photochemistry and Photobiology B: Biology,from 1987 to 2025,Elsevier,1011.1344,"Physics and Astronomy: RadiationMedicine: Radiology; Nuclear Medicine and ImagingBiochemistry, Genetics and Molecular Biology: BiophysicsHealth Professions: Radiological and Ultrasound Technology",Journal,1/25/2025 9:08,,,,,,
26423,Organometallics,from 1982 to 2024,American Chemical Society,276.7333,Chemistry: Inorganic ChemistryChemistry: Physical and Theoretical ChemistryChemistry: Organic Chemistry,Journal,1/25/2025 9:08,,,5.6,0.654,0.705,
22183,Comptes Rendus Chimie,from 2002 to 2024,Elsevier,1631.0748,Chemistry: General ChemistryChemical Engineering: General Chemical Engineering,Journal,1/25/2025 9:09,,,,,,
26972,Journal of Solid State Chemistry,from 1969 to 2025,Elsevier,22.4596,Physics and Astronomy: Condensed Matter PhysicsMaterials Science: Electronic; Optical and Magnetic MaterialsMaterials Science: Materials ChemistryChemistry: Physical and Theoretical ChemistryView all,Journal,1/25/2025 9:09,,,,,,
24824,New Journal of Chemistry,from 1996 to 2024,Royal Society of Chemistry,1144.0546,Chemistry: General ChemistryMaterials Science: Materials ChemistryChemical Engineering: Catalysis,Journal,1/25/2025 9:09,,,5.3,0.521,0.567,
13320,Applied Solar Energy (English translation of Geliotekhnika,from 1977 to 1990; from 1995 to 2024,Pleiades Publishing,0003-701X,Energy: Renewable Energy; Sustainability and the Environment,Journal,1/25/2025 9:09,2019:1.5;2020:2;2021:2.5;2022:2.1;2023:2.5,,,,,2019:33;2020:37;2021:37;2022:29;2023:34
26512,Tetrahedron,from 1957 to 2025,Elsevier,40.402,"Chemistry: Organic ChemistryPharmacology; Toxicology and Pharmaceutics: Drug DiscoveryBiochemistry, Genetics and Molecular Biology: Biochemistry",Journal,1/25/2025 9:10,,,,,,
25882,Journal of Heterocyclic Chemistry,from 1966 to 2024,John Wiley & Sons,0022-152X,Chemistry: Organic Chemistry,Journal,1/25/2025 9:10,,,,,,
17615,Journal of Inorganic Biochemistry,from 1979 to 2025,Elsevier,162.0134,Chemistry: Inorganic ChemistryBiochemistry; Genetics and Molecular Biology: Biochemistry,Journal,1/25/2025 9:10,,,,,,
16342,Applied Catalysis A: General,from 1991 to 2025,Elsevier,0926-860X,Chemical Engineering: Process Chemistry and TechnologyChemical Engineering: Catalysis,Journal,1/25/2025 9:11,,,,,,
24642,Journal of Molecular Structure,from 1967 to 2025,Elsevier,22.286,Chemistry: Inorganic ChemistryChemistry: SpectroscopyChemistry: Organic ChemistryChemistry: Analytical Chemistry,Journal,1/25/2025 9:11,,,7.1,0.571,0.956,
26964,Journal of Molecular Catalysis A: Chemical,from 1995 to 2017; 2021;(coverage discontinued in Scopus,Elsevier,1381.1169,Chemical Engineering: Process Chemistry and TechnologyChemistry: Physical and Theoretical ChemistryChemical Engineering: Catalysis,Journal,1/25/2025 9:12,,,,,,2012:90;2013:91;2014:87;2015:85;2016:91
25853,European Journal of Organic Chemistry,from 1998 to 2025,John Wiley & Sons,1434-193X,Chemistry: Organic ChemistryChemistry: Physical and Theoretical Chemistry,Journal,1/25/2025 9:12,,,5.4,0.584,0.645,2019:71;2020:71;2021:65;2022:66;2023:62
17800,Materials Chemistry and Physics,from 1983 to 2025,Elsevier,254.0584,Physics and Astronomy: Condensed Matter PhysicsMaterials Science: General Materials Science,Journal,1/25/2025 9:12,,,8.7,0.769,1.012,2019:77;2020:80;2021:85;2022:86;2023:88
21100826823,Iranian Journal of Catalysis,from 2012 to 2023,Islamic Azad University,2252.0236,Chemistry: Inorganic ChemistryChemistry: Organic ChemistryChemical Engineering: Catalysis,Journal,1/25/2025 9:12,,,,,,
24652,Chemico-Biological Interactions,from 1969 to 2025,Elsevier,9.2797,Pharmacology; Toxicology and Pharmaceutics: Toxicology,Journal,1/25/2025 9:12,2019:5.9;2020:7.1;2021:9;2022:8.7;2023:7.7,,7.7,0.946,0.971,
25896,Journal of Organic Chemistry,from 1936 to 2024,American Chemical Society,22.3263,Chemistry: Organic Chemistry,Journal,1/25/2025 9:13,,,,,,
26491,Synlett,from 1989 to 2024,Thieme,936.5214,Chemistry: Organic Chemistry,Journal,1/25/2025 9:13,,,3.4,0.45,0.396,2019:63;2020:58;2021:57;2022:50;2023:37
21100240500,Catalysis Science and Technology,from 2011 to 2024,Royal Society of Chemistry,2044.4753,Chemical Engineering: Catalysis,Journal,1/25/2025 9:14,,,,,,
24177,Journal of Coordination Chemistry,from 1971 to 2024,Taylor & Francis,95.8972,Materials Science: Materials ChemistryChemistry: Physical and Theoretical Chemistry,Journal,1/25/2025 9:14,2019:2.7;2020:2.7;2021:2.8;2022:3;2023:3.6,,3.6,0.311,0.487,
22669,Advanced Synthesis and Catalysis,from 1996 to 2025,John Wiley & Sons,1615.415,Chemistry: Organic ChemistryChemical Engineering: Catalysis,Journal,1/25/2025 9:15,,,,,,
25267,Inorganic Chemistry Communications,from 1998 to 2025,Elsevier,1387.7003,Materials Science: Materials ChemistryChemistry: Inorganic ChemistryChemistry: Physical and Theoretical Chemistry,Journal,1/25/2025 9:15,,,5.5,0.642,0.761,
28899,Transition Metal Chemistry,from 1975 to 2024,Springer Nature,340.4285,Materials Science: Metals and AlloysChemistry: Inorganic ChemistryMaterials Science: Materials Chemistry,Journal,1/25/2025 9:15,,,,,,2019:65;2020:64;2021:69;2022:74;2023:68
29053,Molecular Diversity,"from 1995 to 1998; 2000, from 2003 to 2025",Springer Nature,1381.1991,Chemistry: Inorganic ChemistryChemistry: Organic ChemistryChemistry: Physical and Theoretical ChemistryComputer Science: Information SystemsPharmacology; Toxicology and Pharmaceutics: Drug DiscoveryView all,Journal,1/25/2025 9:16,,,,,,
25270,Inorganica Chimica Acta,from 1967 to 2025,Elsevier,20.1693,Materials Science: Materials ChemistryChemistry: Physical and Theoretical ChemistryChemistry: Inorganic Chemistry,Journal,1/25/2025 9:17,,,,,,
13554,Journal of Applied Polymer Science,from 1959 to 2025,John Wiley & Sons,21.8995,Materials Science: Surfaces; Coatings and FilmsMaterials Science: Materials ChemistryChemistry: General ChemistryMaterials Science: Polymers and Plastics,Journal,1/25/2025 9:17,,,,,,
25246,Chinese Journal of Catalysis,from 1996 to 2024,Science China Press,,Chemistry: General ChemistryChemical Engineering: Catalysis,Journal,1/25/2025 9:18,,1872.2067,,,,
25788,Bioorganic and Medicinal Chemistry Letters,from 1991 to 2025,Elsevier,0960-894X,"Pharmacology; Toxicology and Pharmaceutics: Pharmaceutical ScienceChemistry: Organic ChemistryBiochemistry, Genetics and Molecular Biology: Clinical BiochemistryView all",Journal,1/25/2025 9:20,,,,,,
24709,Materials Research Bulletin,from 1966 to 2025,Elsevier,25.5408,Engineering: Mechanical EngineeringEngineering: Mechanics of MaterialsPhysics and Astronomy: Condensed Matter PhysicsMaterials Science: General Materials Science,Journal,1/25/2025 9:20,,,,,,
23448,Chinese Chemical Letters,from 1996 to 2025,Elsevier,1001.8417,Chemistry: General Chemistry,Journal,1/25/2025 9:21,,,14.1,1.662,1.282,
22703,Asian Journal of Chemistry,from 1996 to 2024,Asian Publication Corporation,970.7077,Chemistry: General Chemistry,Journal,1/25/2025 9:23,,,,,,
25756,Zeitschrift fur Naturforschung - Section B Journal of Chemical Sciences,from 1947 to 2024,Walter de Gruyter,932.0776,Chemistry: General Chemistry,Journal,1/25/2025 9:23,,,,,,
13517,Ultrasonics Sonochemistry,from 1994 to 2025,Elsevier,1350.4177,Physics and Astronomy: Acoustics and UltrasonicsChemistry: Inorganic ChemistryMedicine: Radiology; Nuclear Medicine and ImagingChemistry: Organic ChemistryView all,Journal,1/25/2025 9:23,,,15.8,1.514,1.804,
25260,Heteroatom Chemistry,,,,,,1/25/2025 9:24,,,1.2,0.167,0.407,
6400153122,American Journal of Applied Sciences,from 2007 to 2016;(coverage discontinued in Scopus,Science Publications,1546.9239,Multidisciplinary,Journal,1/25/2025 9:24,,,,,,
25786,Bioorganic and Medicinal Chemistry,from 1993 to 2025,Elsevier,968.0896,"Pharmacology; Toxicology and Pharmaceutics: Pharmaceutical ScienceChemistry: Organic ChemistryBiochemistry, Genetics and Molecular Biology: Clinical BiochemistryView all",Journal,1/25/2025 9:24,,,,,,
26509,Synthetic Communications,from 1971 to 2025,Taylor & Francis,39.7911,Chemistry: Organic Chemistry,Journal,1/25/2025 9:25,,,,,,
24646,Journal of Porphyrins and Phthalocyanines,from 1997 to 2024,World Scientific,1088.4246,Chemistry: General Chemistry,Journal,1/25/2025 9:25,,,2.1,0.245,0.336,
22745,Canadian Journal of Chemistry,"1951; 1960, 1965, from 1973 to 2024",National Research Council of Canada,8.4042,Chemistry: General ChemistryChemistry: Organic ChemistryChemical Engineering: Catalysis,Journal,1/25/2025 9:26,,,,,,
24651,Acta Crystallographica Section C: Crystal Structure Communications,from 1983 to 2013;(coverage discontinued in Scopus,International Union of Crystallography,108.2701,"Biochemistry; Genetics and Molecular Biology: General Biochemistry, Genetics and Molecular Biology",Journal,1/25/2025 9:27,,,,0.329,0.336,
17544,International Journal of Biological Macromolecules,from 1979 to 2025,Elsevier,141.813,"Agricultural and Biological Sciences: Food ScienceBiochemistry; Genetics and Molecular Biology: Structural BiologyBiochemistry, Genetics and Molecular Biology: BiochemistryView all",Journal,1/25/2025 9:28,,,,,,
24725,Bulletin of the Korean Chemical Society,,,,,,1/25/2025 9:33,,,,,,
25288,"Phosphorus, Sulfur and Silicon and the Related Elements",from 1989 to 2024,Taylor & Francis,1042.6507,Chemistry: Inorganic ChemistryChemistry: Organic ChemistryBiochemistry; Genetics and Molecular Biology: Biochemistry,Journal,1/25/2025 9:33,,,,,,
22018,Fresenius Environmental Bulletin,from 1993 to 2021;(coverage discontinued in Scopus,Parlar Scientific Publications,1018.4619,Environmental Science: PollutionEnvironmental Science: Waste Management and DisposalEnvironmental Science: Environmental Chemistry,Journal,1/25/2025 9:34,,,,,,
26485,Russian Journal of Organic Chemistry,from 1996 to 2024,Pleiades Publishing,1070.428,Chemistry: Organic Chemistry,Journal,1/25/2025 9:34,,,,,,
21443,Polish Journal of Chemistry,from 1996 to 2009;(coverage discontinued in Scopus,Polish Chemical Society,137.5083,Chemistry: General Chemistry,Journal,1/25/2025 9:35,,,,,,
14526,Physics and Chemistry of Liquids,from 1968 to 2025,Taylor & Francis,31.9104,Physics and Astronomy: Condensed Matter PhysicsMaterials Science: Materials ChemistryMaterials Science: Electronic; Optical and Magnetic MaterialsChemistry: Physical and Theoretical Chemistry,Journal,1/25/2025 9:35,,,3.3,0.299,0.584,
16789,Analytical Biochemistry,from 1960 to 2025,Elsevier,3.2697,"Biochemistry; Genetics and Molecular Biology: BiophysicsBiochemistry, Genetics and Molecular Biology: BiochemistryBiochemistry, Genetics and Molecular Biology: Molecular BiologyBiochemistry, Genetics and Molecular Biology: Cell Biology",Journal,1/25/2025 9:36,,,,,,
26370,Molecules,from 1996 to 2024,Multidisciplinary Digital Publishing Institute (MDPI,,Chemistry: Chemistry (miscellaneous)Chemistry: Organic ChemistryPharmacology; Toxicology and Pharmaceutics: Pharmaceutical ScienceView all,Journal,1/25/2025 9:36,,1420.3049,,,,
24170,Journal of Chemical Research - Part S,from 1996 to 2003;(coverage discontinued in Scopus,Science Reviews Ltd,308.2342,Chemistry: General Chemistry,Journal,1/25/2025 9:36,,,,,,
25236,Sensors and Actuators B: Chemical,1970; from 1990 to 2025,Elsevier,925.4005,Physics and Astronomy: InstrumentationPhysics and Astronomy: Condensed Matter PhysicsMaterials Science: Metals and AlloysChemistry: Analytical ChemistryChemistry: SpectroscopyView all,Journal,1/25/2025 9:37,,,,,,
24741,Pollution Research,from 1997 to 2021;(coverage discontinued in Scopus,EM International,257.805,Environmental Science: Water Science and TechnologyEnvironmental Science: Pollution,Journal,1/25/2025 9:37,,,,,,
24128,Iranian Journal of Chemistry and Chemical Engineering,from 1996 to 2024,Iranian Institute of Research and Development in Chemical Industries,1021.9986,Chemistry: General ChemistryChemical Engineering: General Chemical Engineering,Journal,1/25/2025 9:37,,,,,,
40486,"Journal of Biochemistry, Molecular Biology and Biophysics",from 1998 to 2002;(coverage discontinued in Scopus,Taylor & Francis,1025.814,"Biochemistry; Genetics and Molecular Biology: BiochemistryBiochemistry, Genetics and Molecular Biology: BiophysicsBiochemistry, Genetics and Molecular Biology: GeneticsBiochemistry, Genetics and Molecular Biology: Molecular Biology",Journal,1/25/2025 9:38,,,,,,
16343,Applied Catalysis B: Environmental,from 1992 to 2025,Elsevier,926.3373,Environmental Science: General Environmental ScienceChemical Engineering: Process Chemistry and TechnologyChemical Engineering: Catalysis,Journal,1/25/2025 9:38,,,,,,
23932,Analytical Letters,from 1967 to 2025,Taylor & Francis,3.2719,Medicine: Biochemistry (medical)Chemistry: Analytical ChemistryChemistry: ElectrochemistryChemistry: SpectroscopyBiochemistry; Genetics and Molecular Biology: Clinical BiochemistryView all,Journal,1/25/2025 9:38,,,,,,
23413,Journal of Industrial Pollution Control,from 1996 to 2017;(coverage discontinued in Scopus,Enviro Media,970.2083,Engineering: Ocean EngineeringEnvironmental Science: Water Science and TechnologyEnvironmental Science: PollutionChemical Engineering: Fluid Flow and Transfer ProcessesEarth and Planetary Sciences: Atmospheric Science,Journal,1/25/2025 9:38,,,0.1,0.295,0.705,2012:18;2013:17;2014:16;2015:16;2016:13
23915,Analytical Chemistry,from 1947 to 2024,American Chemical Society,3.27,Chemistry: Analytical Chemistry,Journal,1/25/2025 9:39,,,,,,
23979,Electroanalysis,from 1989 to 2024,John Wiley & Sons,1040.0397,Chemistry: Analytical ChemistryChemistry: Electrochemistry,Journal,1/25/2025 9:39,,,,,,2019:69;2020:61;2021:63;2022:69;2023:70
23911,Analytica Chimica Acta,from 1947 to 2025,Elsevier,3.267,,Journal,1/25/2025 9:39,,,,,,
23909,Analyst,from 1876 to 2024,Royal Society of Chemistry,3.2654,Chemistry: SpectroscopyChemistry: Analytical ChemistryBiochemistry; Genetics and Molecular Biology: BiochemistryEnvironmental Science: Environmental ChemistryChemistry: Electrochemistry,Journal,1/25/2025 9:39,,,,,,
