RESEARCHER ID,DOCUMENT,YEAR,CITATIONS YEAR,CITATIONS,TIMESTAMP,CONDITION
9278795100,Photoelectrochemical water splitting with dual-photoelectrode tandem and parallel configurations: Enhancing light harvesting and carrier collection efficiencies,2023,2024,6,1/25/2025 9:43,ESC
9278795100,Photoelectrochemical water splitting with dual-photoelectrode tandem and parallel configurations: Enhancing light harvesting and carrier collection efficiencies,2023,Subtotal,6,1/25/2025 9:43,ESC
9278795100,Photoelectrochemical water splitting with dual-photoelectrode tandem and parallel configurations: Enhancing light harvesting and carrier collection efficiencies,2023,Total,6,1/25/2025 9:43,ESC
9278795100,Carbonic Anhydrase-Embedded ZIF-8 Electrospun PVA Fibers as an Excellent Biocatalyst Candidate,2023,2023,1,1/25/2025 9:43,ESC
9278795100,Carbonic Anhydrase-Embedded ZIF-8 Electrospun PVA Fibers as an Excellent Biocatalyst Candidate,2023,2024,5,1/25/2025 9:43,ESC
9278795100,Carbonic Anhydrase-Embedded ZIF-8 Electrospun PVA Fibers as an Excellent Biocatalyst Candidate,2023,Subtotal,6,1/25/2025 9:43,ESC
9278795100,Carbonic Anhydrase-Embedded ZIF-8 Electrospun PVA Fibers as an Excellent Biocatalyst Candidate,2023,Total,6,1/25/2025 9:43,ESC
9278795100,"3-(Propylthio)propane-1-sulfonic acid immobilized on functionalized magnetic nanoparticles as an efficient catalyst for one-pot synthesis of dihydrotetrazolo[1,5-a]pyrimidine and tetrahydrotetrazolo[5,1-b]quinazolinone derivatives",2022,2023,3,1/25/2025 9:43,ESC
9278795100,"3-(Propylthio)propane-1-sulfonic acid immobilized on functionalized magnetic nanoparticles as an efficient catalyst for one-pot synthesis of dihydrotetrazolo[1,5-a]pyrimidine and tetrahydrotetrazolo[5,1-b]quinazolinone derivatives",2022,2024,4,1/25/2025 9:43,ESC
9278795100,"3-(Propylthio)propane-1-sulfonic acid immobilized on functionalized magnetic nanoparticles as an efficient catalyst for one-pot synthesis of dihydrotetrazolo[1,5-a]pyrimidine and tetrahydrotetrazolo[5,1-b]quinazolinone derivatives",2022,Subtotal,7,1/25/2025 9:43,ESC
9278795100,"3-(Propylthio)propane-1-sulfonic acid immobilized on functionalized magnetic nanoparticles as an efficient catalyst for one-pot synthesis of dihydrotetrazolo[1,5-a]pyrimidine and tetrahydrotetrazolo[5,1-b]quinazolinone derivatives",2022,Total,7,1/25/2025 9:43,ESC
9278795100,,,<2000,34,1/25/2025 9:43,ESCA
9278795100,,,2000,20,1/25/2025 9:43,ESCA
9278795100,,,2001,32,1/25/2025 9:43,ESCA
9278795100,,,2002,57,1/25/2025 9:43,ESCA
9278795100,,,2003,78,1/25/2025 9:43,ESCA
9278795100,,,2004,131,1/25/2025 9:43,ESCA
9278795100,,,2005,150,1/25/2025 9:43,ESCA
9278795100,,,2006,175,1/25/2025 9:43,ESCA
9278795100,,,2007,203,1/25/2025 9:43,ESCA
9278795100,,,2008,258,1/25/2025 9:43,ESCA
9278795100,,,2009,251,1/25/2025 9:43,ESCA
9278795100,,,2010,242,1/25/2025 9:43,ESCA
9278795100,,,2011,295,1/25/2025 9:43,ESCA
9278795100,,,2012,404,1/25/2025 9:43,ESCA
9278795100,,,2013,396,1/25/2025 9:43,ESCA
9278795100,,,2014,468,1/25/2025 9:43,ESCA
9278795100,,,2015,442,1/25/2025 9:43,ESCA
9278795100,,,2016,412,1/25/2025 9:43,ESCA
9278795100,,,2017,429,1/25/2025 9:43,ESCA
9278795100,,,2018,466,1/25/2025 9:43,ESCA
9278795100,,,2019,466,1/25/2025 9:43,ESCA
9278795100,,,2020,478,1/25/2025 9:43,ESCA
9278795100,,,2021,520,1/25/2025 9:43,ESCA
9278795100,,,2022,537,1/25/2025 9:43,ESCA
9278795100,,,2023,455,1/25/2025 9:43,ESCA
9278795100,,,2024,507,1/25/2025 9:43,ESCA
9278795100,,,2025,60,1/25/2025 9:43,ESCA
9278795100,,,<2000,34,1/25/2025 9:43,ESCAB
9278795100,,,2000,20,1/25/2025 9:43,ESCAB
9278795100,,,2001,31,1/25/2025 9:43,ESCAB
9278795100,,,2002,57,1/25/2025 9:43,ESCAB
9278795100,,,2003,78,1/25/2025 9:43,ESCAB
9278795100,,,2004,114,1/25/2025 9:43,ESCAB
9278795100,,,2005,148,1/25/2025 9:43,ESCAB
9278795100,,,2006,157,1/25/2025 9:43,ESCAB
9278795100,,,2007,196,1/25/2025 9:43,ESCAB
9278795100,,,2008,239,1/25/2025 9:43,ESCAB
9278795100,,,2009,249,1/25/2025 9:43,ESCAB
9278795100,,,2010,233,1/25/2025 9:43,ESCAB
9278795100,,,2011,286,1/25/2025 9:43,ESCAB
9278795100,,,2012,393,1/25/2025 9:43,ESCAB
9278795100,,,2013,381,1/25/2025 9:43,ESCAB
9278795100,,,2014,417,1/25/2025 9:43,ESCAB
9278795100,,,2015,434,1/25/2025 9:43,ESCAB
9278795100,,,2016,406,1/25/2025 9:43,ESCAB
9278795100,,,2017,414,1/25/2025 9:43,ESCAB
9278795100,,,2018,459,1/25/2025 9:43,ESCAB
9278795100,,,2019,458,1/25/2025 9:43,ESCAB
9278795100,,,2020,454,1/25/2025 9:43,ESCAB
9278795100,,,2021,477,1/25/2025 9:43,ESCAB
9278795100,,,2022,511,1/25/2025 9:43,ESCAB
9278795100,,,2023,421,1/25/2025 9:43,ESCAB
9278795100,,,2024,487,1/25/2025 9:43,ESCAB
9278795100,,,2025,60,1/25/2025 9:43,ESCAB
9278795100,"Stability enhancement of perovskite solar cells using multifunctional inorganic materials with UV protective, self cleaning, and high wear resistance properties",2024,2024,4,1/25/2025 9:43,ESCAB
9278795100,"Stability enhancement of perovskite solar cells using multifunctional inorganic materials with UV protective, self cleaning, and high wear resistance properties",2024,Subtotal,4,1/25/2025 9:43,ESCAB
9278795100,"Stability enhancement of perovskite solar cells using multifunctional inorganic materials with UV protective, self cleaning, and high wear resistance properties",2024,Total,4,1/25/2025 9:43,ESCAB
9278795100,Tuning structural change on lipase for covalently immobilization on S-decorated dendrimer: Efficient and reusable biocatalysts for biodiesel production,2024,2025,1,1/25/2025 9:43,ESCAB
9278795100,Tuning structural change on lipase for covalently immobilization on S-decorated dendrimer: Efficient and reusable biocatalysts for biodiesel production,2024,Subtotal,1,1/25/2025 9:43,ESCAB
9278795100,Tuning structural change on lipase for covalently immobilization on S-decorated dendrimer: Efficient and reusable biocatalysts for biodiesel production,2024,Total,1,1/25/2025 9:43,ESCAB
6701554866,,,<2000,4,1/25/2025 9:59,
6701554866,,,2000,1,1/25/2025 9:59,
6701554866,,,2001,21,1/25/2025 9:59,
6701554866,,,2002,28,1/25/2025 9:59,
6701554866,,,2003,36,1/25/2025 9:59,
6701554866,,,2004,72,1/25/2025 9:59,
6701554866,,,2005,71,1/25/2025 9:59,
6701554866,,,2006,130,1/25/2025 9:59,
6701554866,,,2007,200,1/25/2025 9:59,
6701554866,,,2008,261,1/25/2025 9:59,
6701554866,,,2009,300,1/25/2025 9:59,
6701554866,,,2010,369,1/25/2025 9:59,
6701554866,,,2011,517,1/25/2025 9:59,
6701554866,,,2012,610,1/25/2025 9:59,
6701554866,,,2013,505,1/25/2025 9:59,
6701554866,,,2014,578,1/25/2025 9:59,
6701554866,,,2015,568,1/25/2025 9:59,
6701554866,,,2016,629,1/25/2025 9:59,
6701554866,,,2017,602,1/25/2025 9:59,
6701554866,,,2018,726,1/25/2025 9:59,
6701554866,,,2019,611,1/25/2025 9:59,
6701554866,,,2020,590,1/25/2025 9:59,
6701554866,,,2021,700,1/25/2025 9:59,
6701554866,,,2022,835,1/25/2025 9:59,
6701554866,,,2023,632,1/25/2025 9:59,
6701554866,,,2024,726,1/25/2025 9:59,
6701554866,,,2025,99,1/25/2025 9:59,
6701554866,,,<2000,2,1/25/2025 9:59,ESC
6701554866,,,2000,1,1/25/2025 9:59,ESC
6701554866,,,2001,15,1/25/2025 9:59,ESC
6701554866,,,2002,21,1/25/2025 9:59,ESC
6701554866,,,2003,25,1/25/2025 9:59,ESC
6701554866,,,2004,38,1/25/2025 9:59,ESC
6701554866,,,2005,48,1/25/2025 9:59,ESC
6701554866,,,2006,74,1/25/2025 9:59,ESC
6701554866,,,2007,172,1/25/2025 9:59,ESC
6701554866,,,2008,196,1/25/2025 9:59,ESC
6701554866,,,2009,215,1/25/2025 9:59,ESC
6701554866,,,2010,199,1/25/2025 9:59,ESC
6701554866,,,2011,287,1/25/2025 9:59,ESC
6701554866,,,2012,391,1/25/2025 9:59,ESC
6701554866,,,2013,414,1/25/2025 9:59,ESC
6701554866,,,2014,496,1/25/2025 9:59,ESC
6701554866,,,2015,476,1/25/2025 9:59,ESC
6701554866,,,2016,508,1/25/2025 9:59,ESC
6701554866,,,2017,540,1/25/2025 9:59,ESC
6701554866,,,2018,630,1/25/2025 9:59,ESC
6701554866,,,2019,567,1/25/2025 9:59,ESC
6701554866,,,2020,561,1/25/2025 9:59,ESC
6701554866,,,2021,674,1/25/2025 9:59,ESC
6701554866,,,2022,798,1/25/2025 9:59,ESC
6701554866,,,2023,603,1/25/2025 9:59,ESC
6701554866,,,2024,695,1/25/2025 9:59,ESC
6701554866,,,2025,99,1/25/2025 9:59,ESC
6701554866,,,<2000,2,1/25/2025 9:59,ESCA
6701554866,,,2000,1,1/25/2025 9:59,ESCA
6701554866,,,2001,10,1/25/2025 9:59,ESCA
6701554866,,,2002,18,1/25/2025 9:59,ESCA
6701554866,,,2003,23,1/25/2025 9:59,ESCA
6701554866,,,2004,34,1/25/2025 9:59,ESCA
6701554866,,,2005,46,1/25/2025 9:59,ESCA
6701554866,,,2006,62,1/25/2025 9:59,ESCA
6701554866,,,2007,142,1/25/2025 9:59,ESCA
6701554866,,,2008,183,1/25/2025 9:59,ESCA
6701554866,,,2009,193,1/25/2025 9:59,ESCA
6701554866,,,2010,186,1/25/2025 9:59,ESCA
6701554866,,,2011,266,1/25/2025 9:59,ESCA
6701554866,,,2012,369,1/25/2025 9:59,ESCA
6701554866,,,2013,404,1/25/2025 9:59,ESCA
6701554866,,,2014,467,1/25/2025 9:59,ESCA
6701554866,,,2015,461,1/25/2025 9:59,ESCA
6701554866,,,2016,460,1/25/2025 9:59,ESCA
6701554866,,,2017,490,1/25/2025 9:59,ESCA
6701554866,,,2018,555,1/25/2025 9:59,ESCA
6701554866,,,2019,535,1/25/2025 9:59,ESCA
6701554866,,,2020,545,1/25/2025 9:59,ESCA
6701554866,,,2021,611,1/25/2025 9:59,ESCA
6701554866,,,2022,689,1/25/2025 9:59,ESCA
6701554866,,,2023,563,1/25/2025 9:59,ESCA
6701554866,,,2024,655,1/25/2025 9:59,ESCA
6701554866,,,2025,88,1/25/2025 9:59,ESCA
6701554866,Partially reduced-linked covalent organic frameworks: A new approach for heterogeneous catalysis and naked-eye HCl sensing,2023,2025,1,1/25/2025 9:59,ESCA
6701554866,Partially reduced-linked covalent organic frameworks: A new approach for heterogeneous catalysis and naked-eye HCl sensing,2023,Subtotal,1,1/25/2025 9:59,ESCA
6701554866,Partially reduced-linked covalent organic frameworks: A new approach for heterogeneous catalysis and naked-eye HCl sensing,2023,Total,1,1/25/2025 9:59,ESCA
6701554866,Self-healing perovskite solar cells based on copolymer-templated TiO<sub>2</sub> electron transport layer,2023,2023,2,1/25/2025 9:59,ESCA
6701554866,Self-healing perovskite solar cells based on copolymer-templated TiO<sub>2</sub> electron transport layer,2023,2024,6,1/25/2025 9:59,ESCA
6701554866,Self-healing perovskite solar cells based on copolymer-templated TiO<sub>2</sub> electron transport layer,2023,2025,1,1/25/2025 9:59,ESCA
6701554866,Self-healing perovskite solar cells based on copolymer-templated TiO<sub>2</sub> electron transport layer,2023,Subtotal,9,1/25/2025 9:59,ESCA
6701554866,Self-healing perovskite solar cells based on copolymer-templated TiO<sub>2</sub> electron transport layer,2023,Total,9,1/25/2025 9:59,ESCA
6701554866,Carbonic Anhydrase-Embedded ZIF-8 Electrospun PVA Fibers as an Excellent Biocatalyst Candidate,2023,2023,1,1/25/2025 9:59,ESCA
6701554866,Carbonic Anhydrase-Embedded ZIF-8 Electrospun PVA Fibers as an Excellent Biocatalyst Candidate,2023,2024,5,1/25/2025 9:59,ESCA
6701554866,Carbonic Anhydrase-Embedded ZIF-8 Electrospun PVA Fibers as an Excellent Biocatalyst Candidate,2023,Subtotal,6,1/25/2025 9:59,ESCA
6701554866,Carbonic Anhydrase-Embedded ZIF-8 Electrospun PVA Fibers as an Excellent Biocatalyst Candidate,2023,Total,6,1/25/2025 9:59,ESCA
6701554866,Multifunctional approach to improve water oxidation performance with MOF-based photoelectrodes,2021,2022,1,1/25/2025 9:59,ESCA
6701554866,Multifunctional approach to improve water oxidation performance with MOF-based photoelectrodes,2021,2023,3,1/25/2025 9:59,ESCA
6701554866,Multifunctional approach to improve water oxidation performance with MOF-based photoelectrodes,2021,2024,1,1/25/2025 9:59,ESCA
6701554866,Multifunctional approach to improve water oxidation performance with MOF-based photoelectrodes,2021,2025,1,1/25/2025 9:59,ESCA
6701554866,Multifunctional approach to improve water oxidation performance with MOF-based photoelectrodes,2021,Subtotal,6,1/25/2025 9:59,ESCA
6701554866,Multifunctional approach to improve water oxidation performance with MOF-based photoelectrodes,2021,Total,6,1/25/2025 9:59,ESCA
6701554866,,,<2000,2,1/25/2025 9:59,ESCAB
6701554866,,,2000,1,1/25/2025 9:59,ESCAB
6701554866,,,2001,10,1/25/2025 9:59,ESCAB
6701554866,,,2002,18,1/25/2025 9:59,ESCAB
6701554866,,,2003,23,1/25/2025 9:59,ESCAB
6701554866,,,2004,32,1/25/2025 9:59,ESCAB
6701554866,,,2005,45,1/25/2025 9:59,ESCAB
6701554866,,,2006,59,1/25/2025 9:59,ESCAB
6701554866,,,2007,137,1/25/2025 9:59,ESCAB
6701554866,,,2008,155,1/25/2025 9:59,ESCAB
6701554866,,,2009,191,1/25/2025 9:59,ESCAB
6701554866,,,2010,181,1/25/2025 9:59,ESCAB
6701554866,,,2011,251,1/25/2025 9:59,ESCAB
6701554866,,,2012,362,1/25/2025 9:59,ESCAB
6701554866,,,2013,383,1/25/2025 9:59,ESCAB
6701554866,,,2014,446,1/25/2025 9:59,ESCAB
6701554866,,,2015,453,1/25/2025 9:59,ESCAB
6701554866,,,2016,454,1/25/2025 9:59,ESCAB
6701554866,,,2017,472,1/25/2025 9:59,ESCAB
6701554866,,,2018,543,1/25/2025 9:59,ESCAB
6701554866,,,2019,520,1/25/2025 9:59,ESCAB
6701554866,,,2020,525,1/25/2025 9:59,ESCAB
6701554866,,,2021,564,1/25/2025 9:59,ESCAB
6701554866,,,2022,657,1/25/2025 9:59,ESCAB
6701554866,,,2023,529,1/25/2025 9:59,ESCAB
6701554866,,,2024,632,1/25/2025 9:59,ESCAB
6701554866,,,2025,88,1/25/2025 9:59,ESCAB
6701671289,Manipulating a novel epoxy-based composite with core–shell rubber particles for designing a structural adhesive in aluminum–aluminum bonded joints,2024,2024,1,1/25/2025 10:08,
6701671289,Manipulating a novel epoxy-based composite with core–shell rubber particles for designing a structural adhesive in aluminum–aluminum bonded joints,2024,Subtotal,1,1/25/2025 10:08,
6701671289,Manipulating a novel epoxy-based composite with core–shell rubber particles for designing a structural adhesive in aluminum–aluminum bonded joints,2024,Total,1,1/25/2025 10:08,
6701671289,"Investigating the effect of temperature, angular frequency, and strain on the rheological properties of shear thickening fluid (STF) with different weight fractions of fumed silica",2024,2024,7,1/25/2025 10:08,
6701671289,"Investigating the effect of temperature, angular frequency, and strain on the rheological properties of shear thickening fluid (STF) with different weight fractions of fumed silica",2024,2025,2,1/25/2025 10:08,
6701671289,"Investigating the effect of temperature, angular frequency, and strain on the rheological properties of shear thickening fluid (STF) with different weight fractions of fumed silica",2024,Subtotal,9,1/25/2025 10:08,
6701671289,"Investigating the effect of temperature, angular frequency, and strain on the rheological properties of shear thickening fluid (STF) with different weight fractions of fumed silica",2024,Total,9,1/25/2025 10:08,
6701671289,,,<2000,7,1/25/2025 10:08,ESC
6701671289,,,2000,3,1/25/2025 10:08,ESC
6701671289,,,2001,3,1/25/2025 10:08,ESC
6701671289,,,2002,4,1/25/2025 10:08,ESC
6701671289,,,2003,3,1/25/2025 10:08,ESC
6701671289,,,2004,13,1/25/2025 10:08,ESC
6701671289,,,2005,29,1/25/2025 10:08,ESC
6701671289,,,2006,42,1/25/2025 10:08,ESC
6701671289,,,2007,112,1/25/2025 10:08,ESC
6701671289,,,2008,144,1/25/2025 10:08,ESC
6701671289,,,2009,171,1/25/2025 10:08,ESC
6701671289,,,2010,175,1/25/2025 10:08,ESC
6701671289,,,2011,257,1/25/2025 10:08,ESC
6701671289,,,2012,371,1/25/2025 10:08,ESC
6701671289,,,2013,405,1/25/2025 10:08,ESC
6701671289,,,2014,487,1/25/2025 10:08,ESC
6701671289,,,2015,488,1/25/2025 10:08,ESC
6701671289,,,2016,487,1/25/2025 10:08,ESC
6701671289,,,2017,519,1/25/2025 10:08,ESC
6701671289,,,2018,565,1/25/2025 10:08,ESC
6701671289,,,2019,567,1/25/2025 10:08,ESC
6701671289,,,2020,572,1/25/2025 10:08,ESC
6701671289,,,2021,674,1/25/2025 10:08,ESC
6701671289,,,2022,780,1/25/2025 10:08,ESC
6701671289,,,2023,677,1/25/2025 10:08,ESC
6701671289,,,2024,785,1/25/2025 10:08,ESC
6701671289,,,2025,122,1/25/2025 10:08,ESC
6701671289,Waste carbon-based toner protection layer on CsPbBr<sub>3</sub> perovskite photoanodes for efficient and stable photoelectrochemical water oxidation,2024,2024,1,1/25/2025 10:08,ESC
6701671289,Waste carbon-based toner protection layer on CsPbBr<sub>3</sub> perovskite photoanodes for efficient and stable photoelectrochemical water oxidation,2024,2025,1,1/25/2025 10:08,ESC
6701671289,Waste carbon-based toner protection layer on CsPbBr<sub>3</sub> perovskite photoanodes for efficient and stable photoelectrochemical water oxidation,2024,Subtotal,2,1/25/2025 10:08,ESC
6701671289,Waste carbon-based toner protection layer on CsPbBr<sub>3</sub> perovskite photoanodes for efficient and stable photoelectrochemical water oxidation,2024,Total,2,1/25/2025 10:08,ESC
6701671289,Selective synthesis of thiadiazolo-2H-chromen-2-ones and chromeno-thiadiazolo-pyrimidines under thermal conditions and microwave irradiation catalyzed by calixarene-based ionic liquid immobilized on magnetic nanoparticles,2024,2024,1,1/25/2025 10:08,ESC
6701671289,Selective synthesis of thiadiazolo-2H-chromen-2-ones and chromeno-thiadiazolo-pyrimidines under thermal conditions and microwave irradiation catalyzed by calixarene-based ionic liquid immobilized on magnetic nanoparticles,2024,Subtotal,1,1/25/2025 10:08,ESC
6701671289,Selective synthesis of thiadiazolo-2H-chromen-2-ones and chromeno-thiadiazolo-pyrimidines under thermal conditions and microwave irradiation catalyzed by calixarene-based ionic liquid immobilized on magnetic nanoparticles,2024,Total,1,1/25/2025 10:08,ESC
6701671289,Phenanthroimidazole as molecularly engineered switch for efficient and highly long-lived light-emitting electrochemical cell,2023,2024,2,1/25/2025 10:08,ESC
6701671289,Phenanthroimidazole as molecularly engineered switch for efficient and highly long-lived light-emitting electrochemical cell,2023,2025,1,1/25/2025 10:08,ESC
6701671289,Phenanthroimidazole as molecularly engineered switch for efficient and highly long-lived light-emitting electrochemical cell,2023,Subtotal,3,1/25/2025 10:08,ESC
6701671289,Phenanthroimidazole as molecularly engineered switch for efficient and highly long-lived light-emitting electrochemical cell,2023,Total,3,1/25/2025 10:08,ESC
6701671289,Green synthesize of nano-MOF-ethylcellulose composite fibers for efficient adsorption of Congo red from water,2023,2023,3,1/25/2025 10:08,ESC
6701671289,Green synthesize of nano-MOF-ethylcellulose composite fibers for efficient adsorption of Congo red from water,2023,2024,15,1/25/2025 10:08,ESC
6701671289,Green synthesize of nano-MOF-ethylcellulose composite fibers for efficient adsorption of Congo red from water,2023,2025,6,1/25/2025 10:08,ESC
6701671289,Green synthesize of nano-MOF-ethylcellulose composite fibers for efficient adsorption of Congo red from water,2023,Subtotal,24,1/25/2025 10:08,ESC
6701671289,Green synthesize of nano-MOF-ethylcellulose composite fibers for efficient adsorption of Congo red from water,2023,Total,24,1/25/2025 10:08,ESC
6701671289,,,<2000,3,1/25/2025 10:08,ESCA
6701671289,,,2000,3,1/25/2025 10:08,ESCA
6701671289,,,2001,3,1/25/2025 10:08,ESCA
6701671289,,,2002,4,1/25/2025 10:08,ESCA
6701671289,,,2003,3,1/25/2025 10:08,ESCA
6701671289,,,2004,13,1/25/2025 10:08,ESCA
6701671289,,,2005,27,1/25/2025 10:08,ESCA
6701671289,,,2006,41,1/25/2025 10:08,ESCA
6701671289,,,2007,99,1/25/2025 10:08,ESCA
6701671289,,,2008,137,1/25/2025 10:08,ESCA
6701671289,,,2009,154,1/25/2025 10:08,ESCA
6701671289,,,2010,164,1/25/2025 10:08,ESCA
6701671289,,,2011,230,1/25/2025 10:08,ESCA
6701671289,,,2012,349,1/25/2025 10:08,ESCA
6701671289,,,2013,385,1/25/2025 10:08,ESCA
6701671289,,,2014,445,1/25/2025 10:08,ESCA
6701671289,,,2015,466,1/25/2025 10:08,ESCA
6701671289,,,2016,460,1/25/2025 10:08,ESCA
6701671289,,,2017,477,1/25/2025 10:08,ESCA
6701671289,,,2018,526,1/25/2025 10:08,ESCA
6701671289,,,2019,547,1/25/2025 10:08,ESCA
6701671289,,,2020,554,1/25/2025 10:08,ESCA
6701671289,,,2021,623,1/25/2025 10:08,ESCA
6701671289,,,2022,708,1/25/2025 10:08,ESCA
6701671289,,,2023,639,1/25/2025 10:08,ESCA
6701671289,,,2024,723,1/25/2025 10:08,ESCA
6701671289,,,2025,113,1/25/2025 10:08,ESCA
6701671289,,,<2000,3,1/25/2025 10:08,ESCAB
6701671289,,,2000,3,1/25/2025 10:08,ESCAB
6701671289,,,2001,3,1/25/2025 10:08,ESCAB
6701671289,,,2002,4,1/25/2025 10:08,ESCAB
6701671289,,,2003,3,1/25/2025 10:08,ESCAB
6701671289,,,2004,13,1/25/2025 10:08,ESCAB
6701671289,,,2005,26,1/25/2025 10:08,ESCAB
6701671289,,,2006,40,1/25/2025 10:08,ESCAB
6701671289,,,2007,97,1/25/2025 10:08,ESCAB
6701671289,,,2008,118,1/25/2025 10:08,ESCAB
6701671289,,,2009,153,1/25/2025 10:08,ESCAB
6701671289,,,2010,161,1/25/2025 10:08,ESCAB
6701671289,,,2011,216,1/25/2025 10:08,ESCAB
6701671289,,,2012,342,1/25/2025 10:08,ESCAB
6701671289,,,2013,364,1/25/2025 10:08,ESCAB
6701671289,,,2014,428,1/25/2025 10:08,ESCAB
6701671289,,,2015,457,1/25/2025 10:08,ESCAB
6701671289,,,2016,454,1/25/2025 10:08,ESCAB
6701671289,,,2017,454,1/25/2025 10:08,ESCAB
6701671289,,,2018,514,1/25/2025 10:08,ESCAB
6701671289,,,2019,534,1/25/2025 10:08,ESCAB
6701671289,,,2020,533,1/25/2025 10:08,ESCAB
6701671289,,,2021,575,1/25/2025 10:08,ESCAB
6701671289,,,2022,676,1/25/2025 10:08,ESCAB
6701671289,,,2023,601,1/25/2025 10:08,ESCAB
6701671289,,,2024,700,1/25/2025 10:08,ESCAB
6701671289,,,2025,113,1/25/2025 10:08,ESCAB
18435139400,,,2007,4,1/25/2025 10:16,
18435139400,,,2008,9,1/25/2025 10:16,
18435139400,,,2009,13,1/25/2025 10:16,
18435139400,,,2010,27,1/25/2025 10:16,
18435139400,,,2011,32,1/25/2025 10:16,
18435139400,,,2012,31,1/25/2025 10:16,
18435139400,,,2013,59,1/25/2025 10:16,
18435139400,,,2014,63,1/25/2025 10:16,
18435139400,,,2015,104,1/25/2025 10:16,
18435139400,,,2016,115,1/25/2025 10:16,
18435139400,,,2017,203,1/25/2025 10:16,
18435139400,,,2018,215,1/25/2025 10:16,
18435139400,,,2019,236,1/25/2025 10:16,
18435139400,,,2020,318,1/25/2025 10:16,
18435139400,,,2021,308,1/25/2025 10:16,
18435139400,,,2022,352,1/25/2025 10:16,
18435139400,,,2023,334,1/25/2025 10:16,
18435139400,,,2024,510,1/25/2025 10:16,
18435139400,,,2025,28,1/25/2025 10:16,
18435139400,,,2007,4,1/25/2025 10:16,ESC
18435139400,,,2008,8,1/25/2025 10:16,ESC
18435139400,,,2009,12,1/25/2025 10:16,ESC
18435139400,,,2010,27,1/25/2025 10:16,ESC
18435139400,,,2011,31,1/25/2025 10:16,ESC
18435139400,,,2012,30,1/25/2025 10:16,ESC
18435139400,,,2013,51,1/25/2025 10:16,ESC
18435139400,,,2014,51,1/25/2025 10:16,ESC
18435139400,,,2015,81,1/25/2025 10:16,ESC
18435139400,,,2016,95,1/25/2025 10:16,ESC
18435139400,,,2017,146,1/25/2025 10:16,ESC
18435139400,,,2018,165,1/25/2025 10:16,ESC
18435139400,,,2019,193,1/25/2025 10:16,ESC
18435139400,,,2020,241,1/25/2025 10:16,ESC
18435139400,,,2021,258,1/25/2025 10:16,ESC
18435139400,,,2022,331,1/25/2025 10:16,ESC
18435139400,,,2023,311,1/25/2025 10:16,ESC
18435139400,,,2024,492,1/25/2025 10:16,ESC
18435139400,,,2025,28,1/25/2025 10:16,ESC
